Year,Superstition Index
2010,77.96487007761
2011,77.83334812405661
2012,77.54086948990661
2013,77.25171776930662
2014,79.48135155751208
2015,78.23988734629084
2016,76.41080804363584
2017,75.40621186340823
2018,74.78088895240973
2019,73.18087474894571
2020,71.14686502053249
2021,70.83659103048248
2022,68.55282788567811
