Year,Superstition Index
2010,31.273996181299054
2011,31.477611392493557
2012,31.58530976601017
2013,31.578173994219227
2014,30.847476205981266
2015,31.35114106717512
2016,31.692198803314923
2017,34.47977737073737
2018,35.06215667837402
2019,34.849429055277966
2020,36.32079168030802
2021,38.323904233883034
2022,35.42057198552439
