Year,Superstition Index
2010,63.91981607109046
2011,64.62921227281366
2012,64.64055317381366
2013,64.13747106296367
2014,62.62065314287254
2015,62.377986839072534
2016,61.34387517897254
2017,60.58876693694346
2018,59.66720851729346
2019,60.05355979999345
2020,60.64332663089978
2021,59.84392752969978
2022,62.17852142265979
