Year,Superstition Index
2010,56.11910587105742
2011,59.16585062421436
2012,58.97268711381437
2013,57.769148990714356
2014,58.322346966110985
2015,57.875090115010984
2016,57.545789922410975
2017,58.9545697376345
2018,60.6677119629845
2019,58.9535855638345
2020,58.2811020508865
2021,57.1429325525365
2022,57.407648720702085
