Year,Superstition Index
2010,73.40044535096224
2011,71.8566511215498
2012,71.8303141844998
2013,72.3088849303498
2014,72.56934614603291
2015,73.34875739588291
2016,72.71885912093292
2017,70.37803257984692
2018,70.50231306864691
2019,69.95763940224691
2020,69.59353599679267
2021,68.61754939679267
2022,69.46768347986304
