Year,Superstition Index
2010,64.05170194908438
2011,66.31790965868906
2012,66.00053725043907
2013,66.52873242718906
2014,66.88210922589064
2015,67.06035687039063
2016,65.90651171674064
2017,64.88995099415087
2018,65.12036398080086
2019,65.33216676695085
2020,64.02061568810406
2021,64.33806151900406
2022,67.87324433474748
