Year,Superstition Index
2010,68.72600381870095
2011,68.52238860750644
2012,68.41469023398983
2013,68.42182600578077
2014,69.15252379401873
2015,68.64885893282488
2016,68.30780119668508
2017,65.52022262926263
2018,64.93784332162598
2019,65.15057094472203
2020,63.67920831969198
2021,61.676095766116966
2022,64.57942801447561
