Year,Superstition Index
2010,69.21725912506368
2011,69.92208445949672
2012,69.30318417819672
2013,69.05998716329671
2014,71.39159875152683
2015,71.09741081553685
2016,71.41423960497684
2017,69.35708534807291
2018,68.46794230611292
2019,69.36226204282292
2020,68.33089675195788
2021,67.30639156465787
2022,67.05500816315772
