Year,Superstition Index
2010,60.18189730844814
2011,59.3377964505058
2012,59.7626160300558
2013,60.2744191890058
2014,62.88019647760454
2015,62.966822932504535
2016,63.856004322354536
2017,62.913858698864736
2018,62.94411465391474
2019,62.33883408706474
2020,59.509366227561145
2021,57.254343605761136
2022,58.944330788667216
