Year,Superstition Index
2010,58.6767114139703
2011,59.010520749420294
2012,58.9753248559703
2013,58.47857781079432
2014,58.14005878004431
2015,58.13159399549432
2016,57.63832702494391
2017,57.74852787546154
2018,57.08326362522914
2019,56.97258546574674
2020,54.45992536569492
2021,51.81496869394492
2022,55.240826956094274
