Year,Superstition Index
2010,70.31004220381178
2011,70.06654469635318
2012,70.26506723018136
2013,69.37393308585949
2014,66.96414516400654
2015,66.7945081766126
2016,66.70955039134813
2017,66.22411772418909
2018,66.2775796987942
2019,66.06911128370689
2020,67.88531178762756
2021,68.08956540932387
2022,66.94070512488219
