Year,Superstition Index
2010,67.47572138617052
2011,70.1958028884037
2012,69.5069491167837
2013,68.8680959029787
2014,68.6276695195465
2015,68.4558861104465
2016,66.4423391017965
2017,64.66084488230844
2018,65.15604392475845
2019,64.93050345570845
2020,64.04246998409903
2021,63.39122903074904
2022,63.59592737297718
