Year,Superstition Index
2010,66.64836371636935
2011,66.85674103227667
2012,66.83930784032668
2013,67.23279805352668
2014,67.21699025743928
2015,67.36052577803927
2016,66.54743193883928
2017,67.30710354577295
2018,67.17696863490794
2019,66.46973111122294
2020,67.4967543172295
2021,65.40677988512951
2022,65.88314001625834
