Year,Superstition Index
2010,67.95019122355463
2011,70.41892247842128
2012,69.67350101287127
2013,68.81996383627128
2014,68.6238022224114
2015,66.95287845026141
2016,65.7686444009114
2017,66.60826467417463
2018,65.52650303827464
2019,66.23115568791964
2020,68.87998470167518
2021,66.90408438509517
2022,63.50202987972828
